file	reads	bases	n_bases	min_len	max_len	mean_len	Q1	Q2	Q3	N50	Q20_percent	Q30_percent
/work/in/reads.fastq	10	18931	0	165	8490	1893.10	249	453	2440	5263	51.45	16.33
